"rspi2" "popu2" "time"
"1950" NA 5457 1920
"1951" NA 6319 1921
"1952" NA 7009 1922
"1953" NA 7553 1923
"1954" NA 7978 1924
"1955" NA 8307 1925
"1956" NA 8561 1926
"1957" NA 8756 1927
"1958" NA 8909 1928
"1959" NA 9032 1929
"1960" NA 9136 1930
"1961" NA 9232 1931
"1962" NA 9329 1932
"1963" NA 9439 1933
"1964" NA 9570 1934
"1965" NA 9729 1935
"1966" NA 9920 1936
"1967" NA 10142 1937
"1968" NA 10390 1938
"1969" NA 10654 1939
"1970" 31.86 10926 1940
"1971" 29.4485 11212 1941
"1972" 43.5439 11509 1942
"1973" 20.6074 11787 1943
"1974" 22.4424 12009 1944
"1975" 20.1059 12150 1945
"1976" 57.5871 12194 1946
"1977" 19.0192 12159 1947
"1978" NA 12094 1948
"1979" 14.5225 12069 1949
"1980" NA 12134 1950
"1981" NA 12303 1951
"1982" NA 12559 1952
"1983" 25.1665 12882 1953
"1984" 15.8169 13241 1954
"1985" NA 13609 1955
"1986" 23.0036 13985 1956
"1987" 24.0279 14369 1957
"1988" NA 14732 1958
"1989" 8.4222 15039 1959
"1990" 10.796 15265 1960
"1991" 7.6831 15399 1961
"1992" NA 15448 1962
"1993" 8.5857 15430 1963
"1994" 10.137 15374 1964
"1995" 9.7528 15304 1965
"1996" NA 15221 1966
"1997" 10.9976 15122 1967
"1998" 10.8865 15019 1968
"1999" 12.4645 14927 1969
"2000" 12.4024 14853 1970
"2001" NA NA 1971
"2002" NA NA 1972
"2003" NA NA 1973
"2004" NA NA 1974
"2005" NA NA 1975
"2006" NA NA 1976
"2007" NA NA 1977
"2008" NA NA 1978
"2009" NA NA 1979
"2010" NA NA 1980
"2011" NA NA 1981
"2012" NA NA 1982
"2013" NA NA 1983
"2014" NA NA 1984
"2015" NA NA 1985
"2016" NA NA 1986
"2017" NA NA 1987
"2018" NA NA 1988
"2019" NA NA 1989
"2020" NA NA 1990
"2021" NA NA 1991
"2022" NA NA 1992
"2023" NA NA 1993
"2024" NA NA 1994
"2025" NA NA 1995
"2026" NA NA 1996
"2027" NA NA 1997
"2028" NA NA 1998
"2029" NA NA 1999
"2030" NA NA 2000
